0.0,23.0,CCW,2
0.0,23.0,CCW,2
0.0,23.0,CCW,2
0.0,23.0,CCW,2
0.0,23.0,CCW,2
0.0,23.0,CCW,2
0.0,23.0,CCW,2
0.0,23.0,CCW,2
0.0,23.0,CCW,2
0.0,23.0,CCW,2
0.0,23.0,CCW,2
0.0,23.0,CCW,2
0.0,23.0,CCW,2
0.0,23.0,CCW,2
0.0,23.0,CCW,2
0.0,23.0,CCW,2
0.0,23.0,CCW,2
0.0,23.0,CCW,2
0.0,23.0,CCW,2
58.84615384615387,46.27692307692308,CW,2
58.84615384615387,46.27692307692308,CW,2
58.84615384615387,46.27692307692308,CW,2
58.84615384615387,46.27692307692308,CW,2
58.84615384615387,46.27692307692308,CW,2
4.999999999999943,46.27692307692308,CW,2
4.999999999999943,46.27692307692308,CW,2
